daodien,dienvien,loaiphim,nam_phathanh,name_en,name_vi,quocgia,theloai
Danny Albury,"Cengiz Dervis, Dan Richardson, Hugh Quarshie, ",Phim Hành động,2016,retribution,báo thù,Phim Mỹ,Phim Hành động
Đang cập nhật,"Cố Tuyền, Mã Dục Kha, Thái Hành, Thành Thái Sân, Vu Hằng, ",Phim Hành động,2018,mojin: the worm valley,ma thổi đèn: trùng cốc vân nam,Phim Trung Quốc,Phim Hành động
John Andreas Andersen,"Ane Dahl Torp, Kathrine Thorborg Johansen, Kristoffer Joner, ",Phim Hành động,2018,the quake,địa chấn,Phim Mỹ,Phim Hành động
József Kovalik,"Iván Kamarás, Oszkár Gáti, Zsolt Anger, ",Phim Hành động,2016,cop mortem,cuộc săn đuổi,Phim Khác,Phim Hành động
Wen Jiang,"Eddie Peng, Fan Liao, Yun Zhou, ",Phim Hành động,2018,hidden man,tà không thắng chính,Phim Trung Quốc,Phim Hành động
Jason Rothenberg,"Bob Morley, Eliza Taylor, Marie Avgeropoulos, ",Phim Hành động,2016,the 100 season 3,100 tù nhân (phần 3),Phim Mỹ,Phim Chiến Tranh
Olivier Marchal,"Kaaris, Lannick Gautry, Stanislas Merhar, ",Phim Hành động,2020,rogue city,thành phố băng đảng,Phim Pháp,Phim Hành động
Stanley Tong,"Dương Dương, Mẫu Kỳ Di Nhã, Thành Long, ",Phim Hành động,2020,vanguard,người tiên phong,Phim Trung Quốc,Phim Hài
Bob Persichetti,"Hailee Steinfeld, Jake Johnson, Shameik Moore, ",Phim Hành động,2019,spider-man: into the spider-verse,người nhện: vũ trụ mới,Phim Mỹ,Phim Hành động
Simon West,"Hannah Quinlivan, Shawn Dou, Wang Xueqi, ",Phim Hành động,2019,skyfire,lửa trời,Phim Trung Quốc,Phim Hành động
Dương Dương,"An Chí Kiệt, Nguyên Hoa, Nhiệt Y Trát, Quách Phẩm Siêu, Uông Đông Thành, ",Phim Hành động,2020,the snow queen,anh hùng phương bắc,Phim Trung Quốc,Phim Hành động
Steven Spielberg,"Dakota Fanning, Tim Robbins, Tom Cruise, ",Phim Hành động,2005,war of the worlds,đại chiến thế giới,Phim Mỹ,Phim Hành động
Derrick Borte,"Caren Pistorius, Gabriel Bateman, Russell Crowe, ",Phim Hành động,2020,unhinged,kẻ cuồng sát,Phim Mỹ,Phim Hành động
Matthew Michael Carnahan,"Adam Bessa, Is'haq Elias, Suhail Dabbach, ",Phim Hành động,2020,mosul,thành phố mosul,Phim Mỹ,Phim Chiến Tranh
Pipat Jomkoh,"Petchtai Wongkamlao, Suthep Pongam, Thierry Mekwattana, Yingyong Yodbuangam, Yuenyong Opakul, ",Phim Hành động,2019,the protector,siêu vệ sĩ sợ vợ,Phim Thái Lan,Phim Hài
Ric Roman Waugh,"Gerard Butler, Morena Baccarin, Roger Dale Floyd, ",Phim Hành động,2020,greenland,thảm họa thiên thạch,Phim Mỹ,Phim Hành động
Ryuhei Kitamura,"Aksel Hennie, Jean Reno, Ruby Rose, ",Phim Hành động,2020,the doorman,người gác cửa,Phim Mỹ,Phim Hành động
Ludovico Di Martino,"Fabrizio Gifuni, Lino Musella, Monica Piseddu, ",Phim Hành động,2020,the beast,quái thú tìm con,Phim Khác,Phim Hành động
Shigeaki Kubo,"Atsushi AraiKen Aoki, Kohei Fukuyama, Yo Aoi, ",Phim Hành động,2019,high and low the worst,cuộc chiến băng đảng: kẻ tồi tệ nhất,Phim Nhật Bản,Phim Hành động
Isaac Florentine,"Karlee Perez, Mario Van Peebles, Scott Adkins, ",Phim Hành động,2020,seized,giải cứu con tin,Phim Mỹ,Phim Hành động
Jason Rothenberg,"Bob Morley, Eliza Taylor, Marie Avgeropoulos, ",Phim Hành động,2017,the 100 season 4,100 tù nhân (phần 4),Phim Mỹ,Phim Chiến Tranh
Bernardo Arellano,"Dale Carley, Eréndira Ibarra, Tenoch Huerta, ",Phim Hành động,2020,fuego negro,thế lực hắc ám,Phim Khác,Phim Hành động
Ahmet Atalay,"Ahmet Atalay, Glen Baggerly, Mashood Alam, ",Phim Hành động,2020,the cure,phương thuốc thần kì,Phim Mỹ,Phim Hành động
Eshom Nelms,"Marianne Jean-Baptiste, Mel Gibson, Walton Goggins, ",Phim Hành động,2020,fatman,cuộc chiến của ông già noel,Phim Mỹ,Phim Hành động
Mark Williams,"Jai Courtney, Kate Walsh, Liam Neeson, ",Phim Hành động,2020,honest thief,phi vụ hoàn lương,Phim Mỹ,Phim Hành động
Li Liming,"Dennis To, Tong Xiaohu, Yuan Li Ruoxin, ",Phim Hành động,2019,ip man kung fu master,diệp vấn: bậc thầy võ thuật,Phim Trung Quốc,Phim Hành động
Jason Rothenberg,"Bob Morley, Eliza Taylor, Marie Avgeropoulos, ",Phim Hành động,2018,the 100 season 5,100 tù nhân (phần 5),Phim Mỹ,Phim Chiến Tranh
Đang cập nhật,"Đổng Kỳ, Mã Khải, Sở Nguyệt, Trương Diệu, ",Phim Hành động,2020,insect detective,phá kén,Phim Trung Quốc,Phim Hành động
Lee Jae-Jin,"Cha Joo Young, Eric Mun, Im Joo Hwan, Jung Suk Yong, Kim Tae Woo, Yoo In Na, ",Phim Hành động,2020,the spies who loved me,người yêu của tôi là gián điệp,Phim Hàn Quốc,Phim Hành động
David Raymond,"Alexandra Daddario, Ben Kingsley, Henry Cavill, ",Phim Hành động,2018,night hunter,kẻ săn đêm,Phim Mỹ,Phim Hành động
Song Kang,"Hong So Ri, Jang Young Woo, Kim Hyeong Min, Lee Eung Bok, Park So Hyeon, Park So Jeong, ",Phim Hành động,2020,sweet home,thế giới ma quái,Phim Hàn Quốc,Phim Hành động
Robert Rodriguez,"Andy Walken, Lyon Daniels, YaYa Gosselin, ",Phim Hành động,2020,we can be heroes,cùng làm anh hùng,Phim Mỹ,Phim Hài
Park Won Gook,"Kim Dong Wook, Kim Kyung Nam, Oh Dae Hwan, Park Se Young, Ryu Deok Hwan, Seol In Ah, ",Phim Hành động,2019,special labor inspector,thanh tra lao động đặc biệt,Phim Hàn Quốc,Phim Hài
Đang cập nhật,"Kento Yamazaki, Nijirô Murakami, Tao Tsuchiya, ",Phim Hành động,2020,alice in borderland,thế giới không lối thoát,Phim Nhật Bản,Phim Hành động
Ally Wong,"Châu Bách Hào, Liên Thi Nhã, Tạ Thiên Hoa, ",Phim Hành động,2020,the infernal walker,vô gian hành giả: sinh tử tiềm hành,Phim Hồng Kong,Phim Hành động
Đang cập nhật,"Chúc Tự Đan, Hầu Minh Hạo, ",Phim Hành động,2020,psych-hunter,thợ săn tâm trạch,Phim Trung Quốc,Phim Hành động
Patty Jenkins,"Chris Pine, Gal Gadot, Kristen Wiig, ",Phim Hành động,2020,wonder woman 1984,nữ thần chiến binh 1984,Phim Mỹ,Phim Hành động
Đang cập nhật,"Anna Torv, John Noble, Joshua Jackson, ",Phim Hành động,2012,fringe season 05,giải mã kỳ án (phần 5),Phim Mỹ,Phim Hành động
Đang cập nhật,"Lưu Vũ Ninh, Tằng Thuấn Hy, Tiêu Vũ Lương, Trương Minh Ân, ",Phim Hành động,2020,ultimate note,đạo mộ bút ký: chung cực bút ký,Phim Trung Quốc,Phim Hành động
Joe Carnahan,"Annabelle Wallis, Mel Gibson, Michelle Yeoh, ",Phim Hành động,2021,boss level,đẳng cấp boss,Phim Mỹ,Phim Hài
Toa Fraser,"James Rolleston, Lawrence Makoare, Te Kohe Tuhaka, ",Phim Hành động,2014,the dead lands,vùng đất tử thần,Phim Khác,Phim Hành động
Tiền Nhân Hào,"Cheng Rexen, Kha Giai Yến, Vương Dương Minh, ",Phim Hành động,2020,abyssal spider,nộ hải cuồng chu,Phim Đài Loan,Phim Hành động
John Crowley,"Aneurin Barnard, Ansel Elgort, Oakes Fegley, ",Phim Hành động,2019,the goldfinch,chim vàng oanh,Phim Mỹ,Phim Hành động
Rustam Mosafir,"Aleksandr Kuznetsov, Aleksandr Patsevich, Vitaly Kravchenko, ",Phim Hành động,2018,the scythian,trận chiến cuối cùng,Phim Khác,Phim Hành động
Mikael Håfström,"Anthony Mackie, Emily Beecham, Pilou Asbæk, ",Phim Hành động,2021,outside the wire,vùng chiến sự hiểm nguy,Phim Mỹ,Phim Hành động
Trần Quốc Phú,"Châu Tấn, Huỳnh Hiểu Minh, Lý Băng Băng, ",Phim Hành động,2009,the message,phong thanh,Phim Trung Quốc,Phim Chiến Tranh
Kwak Jung Hwan,"Bae Sung Woo, Jo Sung Ha, Jung Woong In, Kim Eung Soo, Kim Joo Hyun, Kwon Sang Woo, ",Phim Hành động,2020,delayed justice,bộ đôi công lý,Phim Hàn Quốc,Phim Hài
Lý Vân Lượng,"Chu Nhất Vi, Từ Lộ, Văn Vịnh San, ",Phim Hành động,2020,the message,phong thanh,Phim Trung Quốc,Phim Chiến Tranh
Joachim Hedén,"Madeleine Martin, Moa Gammel, Trine Wiggen, ",Phim Hành động,2020,breaking surface,mắc kẹt dưới đáy đại dương,Phim Mỹ,Phim Hành động
Jason Rothenberg,"Bob Morley, Eliza Taylor, Marie Avgeropoulos, ",Phim Hành động,2019,the 100 season 6,100 tù nhân (phần 6),Phim Mỹ,Phim Chiến Tranh
Choi Jae-hoon,"Jang Hyuk, Joe Taslim, Kim Hyun-soo, ",Phim Hành động,2020,the swordsman,kiếm khách,Phim Hàn Quốc,Phim Hành động
Phil Alden Robinson,"Ben Affleck, Ian Mongrain, Morgan Freeman, ",Phim Hành động,2002,the sum of all fears,nỗi sợ hãi tột cùng,Phim Mỹ,Phim Hành động
John McTiernan,"Arnold Schwarzenegger, Art Carney, F. Murray Abraham, ",Phim Hành động,1993,last action hero,người hùng cuối cùng,Phim Mỹ,Phim Hài
Oliver Dommenget,"Annette Frier, Götz Schubert, Jonas Nay, ",Phim Hành động,2013,nichts mehr wie vorher ,buộc tội,Phim Khác,Phim Hành động
Jon Turteltaub,"Diane Kruger, Justin Bartha, Nicolas Cage, ",Phim Hành động,2004,national treasure,kho báu quốc gia,Phim Mỹ,Phim Hành động
Karyn Kusama,"Charlize Theron, Frances McDormand, Sophie Okonedo, ",Phim Hành động,2005,aeon flux,sát thủ aeon,Phim Mỹ,Phim Hành động
Henrique Goldman,"André Mattos, Fabiula Nascimento, Marco Pigossi, ",Phim Hành động,2018,o nome da morte,tên của cái chết,Phim Khác,Phim Hành động
Pedring Lopez,"Cristine Reyes, Germaine De Leon, KC Montero, ",Phim Hành động,2019,maria,bóng hồng sát thủ,Phim Khác,Phim Hành động
Robert Zemeckis,"Angelina Jolie, Crispin Glover, Ray Winstone, ",Phim Hành động,2007,beowulf,anh hùng beowulf,Phim Mỹ,Phim Hành động
Đang cập nhật,Đang cập nhật,Phim Hành động,2019,game of thrones 8,trò chơi vương quyền 8,Phim Mỹ,Phim Chiến Tranh
Steven S. DeKnight,"Liam McIntyre, Lucy Lawless, Manu Bennett, ",Phim Hành động,2013,spartacus season 3: war of the damned,spartacus phần 3: cuộc chiến nô lệ,Phim Mỹ,Phim Hành động
Martin Campbell,"Antonio Banderas, Catherine Zeta-Jones, Rufus Sewell, ",Phim Hành động,2005,the legend of zorro,huyền thoại zorro,Phim Mỹ,Phim Hành động
Anna Boden,"Ben Mendelsohn, Brie Larson, Samuel L. Jackson, ",Phim Hành động,2019,captain marvel,đại úy marvel,Phim Mỹ,Phim Hành động
Đang cập nhật,"Lam Doanh Oánh, Lý Mậu, Tào tuấn, ",Phim Hành động,2019,anti japanese,đãng khấu,Phim Trung Quốc,Phim Chiến Tranh
Ethan Coen,"Hailee Steinfeld, Jeff Bridges, Matt Damon, ",Phim Hành động,2010,true grit,báo thù,Phim Mỹ,Phim Hành động
Simon Kinberg,"James McAvoy, Jennifer Lawrence, Jessica Chastain, Michael Fassbender, Sophie Turner, ",Phim Hành động,2019,x-men: dark phoenix,dị nhân 8: phượng hoàng bóng tối,Phim Mỹ,Phim Hành động
Andrey Volgin,"Anton Pampushnyy, Emir Kusturica, Ravshana Kurkova, ",Phim Hành động,2019,the balkan line,chiến dịch balkan,Phim Khác,Phim Chiến Tranh
Ping Lumpraploeng,"Ratnamon Ratchiratham, Theeradej Wongpuapan, ",Phim Hành động,2018,the pool,hồ bơi tử thần,Phim Thái Lan,Phim Hành động
McG,"Annabeth Gish, Lynn Collins, Michael Beach, ",Phim Hành động,2019,rim of the world,giải cứu thế giới,Phim Mỹ,Phim Hài
Rob Letterman,"Justice Smith, Ryan Reynolds, Suki Waterhouse, ",Phim Hành động,2019,pokemon: detective pikachu,pokémon: thám tử pikachu,Phim Nhật Bản,Phim Hành động
Art Camacho,"Martin Kove, Olivier Gruner, Patrick Kilpatrick, ",Phim Hành động,2016,assassin x,sát thủ x,Phim Mỹ,Phim Hành động
Adam Kirkey,"Jonathan Baldock, Leslye-Aikayla So, Viktor Radics, ",Phim Hành động,2011,a case of deceit,vỏ bọc của sự lừa dối,Phim Khác,Phim Hành động
Konstantin Maksimov,"Andrey Chernyshov, Oleg Fomin, Vladimir Epifantsev, ",Phim Hành động,2018,tankers,kiên cường,Phim Khác,Phim Hành động
Hà Vũ Hằng,"Huệ Ánh Hồng, Ngũ Bách, Nhậm Đạt Hoa, ",Phim Hành động,2017,mrs.k,bà k,Phim Trung Quốc,Phim Hành động
Jeff L'Heureux,"Alex Law, Melanie Neale, Vicky Huang, ",Phim Hành động,2016,shadow of the lotus,những cô nàng sát thủ,Phim Mỹ,Phim Hành động
Tony Scott,"Denzel Washington, John Travolta, Luis Guzman, ",Phim Hành động,2009,the talking of pelham,chuyến tàu định mệnh,Phim Mỹ,Phim Hành động
David F. Sandberg,"Mark Strong, Michelle Borth, Zachary Levi, ",Phim Hành động,2019,shazam!,siêu anh hùng shazam,Phim Mỹ,Phim Hài
Đang cập nhật,Đang cập nhật,Phim Hành động,2019,super monsters monster pets ,hội quái siêu cấp: quái vật thú cưng,Phim Mỹ,Phim Hành động
Robert Rodriguez,"Christoph Waltz, Jennifer Connelly, Mahershala Ali, Rosa Salazar, ",Phim Hành động,2019,alita: battle angel,alita: thiên thần chiến binh,Phim Mỹ,Phim Hành động
Scott Wheeler,"Justin Ray, Kassandra Voyagis, Michael Swan, ",Phim Hành động,2017,attack of the killer donuts,cuộc tấn công của bánh rán sát nhân,Phim Mỹ,Phim Hài
Yuhang Chen,"Eric Kot, Lisa Cheng, Winkie Lai, ",Phim Hành động,2019,we are legends,chúng ta là huyền thoại,Phim Trung Quốc,Phim Hành động
John Herzfeld,"50 Cent, Dave Bautista, Sylvester Stallone, ",Phim Hành động,2019,escape plan: the extractors,kế hoạch đào tẩu 3: giải cứu,Phim Mỹ,Phim Hành động
David Hackl,"Brendan Fehr, Gina Carano, Richard Dreyfuss, ",Phim Hành động,2019,daughter of the wolf,đứa con của sói,Phim Mỹ,Phim Hành động
David Lam,"Châu Tú Na, Cổ Thiên Lạc, Lâm Phong, ",Phim Hành động,2019,p storm,đội chống tham nhũng,Phim Hồng Kong,Phim Hành động
Tim McCann,"Bailey Chase, Kathryn Erbe, Susan Pourfar, ",Phim Hành động,2016,no beast so fierce,không con thú nào hung tợn đến thế,Phim Mỹ,Phim Hành động
Dư Thuần,"La Tấn, Lã Tinh Thần, Phan Chi Lâm, Phó Mạnh Bá, Tào Chinh, Trình Dục, Trương Thần Quang, Vương Nghiễn Huy, ",Phim Hành động,2018,love's lies,lời nói dối chân thật,Phim Trung Quốc,Phim Hành động
John Erick Dowdle,"Lake Bell, Owen Wilson, Pierce Brosnan, ",Phim Hành động,2015,no escape,không lối thoát,Phim Mỹ,Phim Hành động
Viên Hòa Bình,"Ngô Kinh, Vu Hải, Vương Quần, ",Phim Hành động,1997,the master of tai chi,thái cực tôn sư,Phim Trung Quốc,Phim Hành động
Filip Maciejewicz,Đang cập nhật,Phim Hành động,2017,treasure hunters,thợ săn kho báu,Phim Mỹ,Phim Hành động
Drew Hall,"Elyse Levesque, Keith David, Tamer Hassan, ",Phim Hành động,2013,sons of liberty,đứa con của tự do,Phim Mỹ,Phim Hành động
Lâm Siêu Hiền,"Bành Vu Yến, Tân Chỉ Lôi, Vương Ngạn Lâm, ",Phim Hành động,2020,the rescue,đội cứu hộ trên không,Phim Trung Quốc,Phim Hành động
Neil Marshall,"David Harbour, Ian McShane, Milla Jovovich, ",Phim Hành động,2019,hellboy,quỷ đỏ 3,Phim Mỹ,Phim Hành động
Aleksandr Aravin,"Ayub Tsingiev, Igor Petrenko, Ivan Shakhnazarov, ",Phim Hành động,2018,decision: liquidation,quyết định thanh trừng,Phim Khác,Phim Hành động
Jude Weng,"Chris Parnell, Ke Huy Quan, Kelly Hu, ",Phim Hành động,2021,finding 'ohana,‘ohana: báu vật quý giá nhất,Phim Mỹ,Phim Hài
Park Jung-bae,"Jo Woo-jin, Lee Je-hoon, Shin Hye Sun, ",Phim Hành động,2020,collectors,kẻ săn mộ,Phim Hàn Quốc,Phim Hành động
Khâu Lễ Đào,"Lưu Đức Hòa, Lưu Thanh Vân, Nghê Ni, ",Phim Hành động,2020,shock wave 2,sóng dữ 2,Phim Hồng Kong,Phim Hành động
Julien Leclercq,"Marilyn Lima, Michel Nabokoff, Olga Kurylenko, ",Phim Hành động,2021,sentinelle,chiến dịch sentinelle,Phim Pháp,Phim Hành động
Kwak Kyung-taek,"Jang Dong Gun, Seo Tae-hwa, Yu Oh-seong, ",Phim Hành động,2001,friend,bạn bè,Phim Hàn Quốc,Phim Hành động
Jesse V. Johnson,"Carmen Argenziano, Dominiquie Vandenberg, Louis Mandylor, ",Phim Hành động,2019,the mercenary,lính đánh thuê,Phim Mỹ,Phim Hành động
Kim Hong Seon,"Hwang Jae Yeol, Jung Da Eun, Kim Rae Won, Kim Sang Ho, Kim Sung-oh, Lee Da Hee, ",Phim Hành động,2021,l.u.c.a.: the beginning,l.u.c.a: sự khởi đầu,Phim Hàn Quốc,Phim Hành động
Yûji Shimomura,"Kento Yamazaki, Tak Sakaguchi, Yôsuke Saitô, ",Phim Hành động,2020,crazy samurai musashi,kiếm sĩ huyền thoại musashi,Phim Nhật Bản,Phim Hành động
Egor Abramenko,"Fyodor Bondarchuk, Oksana Akinshina, Pyotr Fyodorov, ",Phim Hành động,2020,sputnik,quái vật săn đêm,Phim Khác,Phim Hành động
Marcelo Slavich,"Camila Selser, Carlos Aragón, Tony Dalton, ",Phim Hành động,2014,sr. ávila s02,trùm sát thủ 2,Phim Khác,Phim Hành động
Baran bo Odar,"Claude Heinrich, Hans Diehl, Jakob Diehl, ",Phim Hành động,2020,dark season 3,đêm lặng (phần 3),Phim Mỹ,Phim Hành động
Zack Snyder,"Ben Affleck, Henry Cavill, Jared Leto, ",Phim Hành động,2021,zack snyders justice league,liên minh công lý phiên bản của zack snyder,Phim Mỹ,Phim Hành động
Guan Hu,"Huang Zhizhong, Jiang Wu, Oho Ou, ",Phim Hành động,2020,the eight hundred,bát bách,Phim Trung Quốc,Phim Chiến Tranh
Adam Wingard,"Alexander Skarsgård, Brian Tyree Henry, Kyle Chandler, Millie Bobby Brown, Rebecca Hall, ",Phim Hành động,2021,godzilla vs. kong,godzilla đại chiến kong,Phim Mỹ,Phim Hành động
Đang cập nhật,"Cảnh Điềm, Lý Mộc Thần, Trương Bân Bân, Trương Diệc Trì, ",Phim Hành động,2021,rattan,bán yêu tư đằng,Phim Trung Quốc,Phim Hành động
Josh Pate,"Chase Stokes, Madelyn Cline, Madison Bailey, ",Phim Hành động,2020,outer banks,bí mật bị vùi lấp,Phim Mỹ,Phim Hành động
Jonathan Milott,"Joel Mchale, Kevin James, Lulu Wilson, ",Phim Hành động,2020,becky,kỳ nghỉ tồi tệ,Phim Mỹ,Phim Hành động
Jonathan Tropper,"Michelle Allen, Nat Ramabulana, Paolo Wilken, ",Phim Hành động,2020,warrior (season 2),giang hồ phố hoa (phần 2),Phim Mỹ,Phim Hành động
Jaume Balagueró,"Astrid Bergès-Frisbey, Freddie Highmore, Sam Riley, ",Phim Hành động,2021,the vault,siêu trộm,Phim Khác,Phim Hành động
Cheng Wei-hao,"Christopher Lee, Trương Chấn, Trương Quân Ninh, ",Phim Hành động,2021,the soul,truy hồn,Phim Trung Quốc,Phim Hành động
Roseanne Liang,"Chloë Grace Moretz, Nick Robinson, Taylor John Smith, ",Phim Hành động,2020,shadow in the cloud,quái vật trong mây,Phim Mỹ,Phim Hành động
Simon McQuoid,"Jessica McNamee, Josh Lawson, Lewis Tan, ",Phim Hành động,2021,mortal kombat,mortal kombat: cuộc chiến sinh tử,Phim Mỹ,Phim Hành động
Yong-Joo Lee,"Gong Yoo, Jang Young Nam, Park Bo Gum, ",Phim Hành động,2021,seobok,người nhân bản,Phim Hàn Quốc,Phim Hành động
Jesse V. Johnson,"Louis Mandylor, Scott Adkins, Vladimir Kulich, ",Phim Hành động,2020,the debt collector (season 2),đòi nợ thuê (phần 2),Phim Mỹ,Phim Hành động
Kim Hee Won,"Jeon Yeo-been, Ok Taec Yeon, Song Joong Ki, ",Phim Hành động,2021,vincenzo,vincenzo,Phim Hàn Quốc,Phim Hành động
Jin Hyuk,"Cho Seung-Woo, Park Shin Hye, Sung Dong Il, ",Phim Hành động,2021,sisyphus: the myth,sisyphus: thần thoại,Phim Hàn Quốc,Phim Hành động
Huỳnh Nghệ,"Khưu Bá Hạo, Lỹ Vũ Dương, Thang Mẫn, ",Phim Hành động,2019,mystery of muye: god eyes,chuyện thần bí của mục dã: thần tiên nhãn,Phim Trung Quốc,Phim Hành động
Stefano Sollima,"Jamie Bell, Jodie Turner-Smith, Michael B. Jordan, ",Phim Hành động,2021,without remorse,không hối tiếc,Phim Mỹ,Phim Hành động
