daodien,dienvien,loaiphim,nam_phathanh,name_en,name_vi,quocgia,theloai
Đang cập nhật,"Song Seung Hun, ",Phim Tâm Lý,2018,the player,những tay chơi siêu đẳng,Phim Hàn Quốc,Phim Hành động
In-ho Yun,"Ha kyun Shin, Hee-Bong Byun, Hye-yeong Lee, ",Phim Tâm Lý,2008,the devil's game,trò chơi ma quái,Phim Hàn Quốc,Phim Kinh Dị
Kim Hyung Shik,"Im Se Mi, Lee Sang Yoon, Lee Seo Won, Lee Sung Kyung, ",Phim Tâm Lý,2018,about time,đã đến lúc,Phim Hàn Quốc,Phim Hài
Đái Vĩ,"Chu Ân, Đỗ Thiên Hạo, Vương Chí Phi, ",Phim Tâm Lý,2017,once again,vũ điệu tình yêu,"
								",Phim Tâm Lý
Lee Jong Jae,"Kim Jae Young, Lee Joon Hyuk, Nam Ji Hyun, ",Phim Tâm Lý,2018,100 days my prince,lang quân 100 ngày,Phim Hàn Quốc,Phim Cổ Trang
Steve Rash,"Ashley Benson, Cassandra Scerbo, Noel Areizaga, ",Phim Tâm Lý,2007,bring it on: in it to win it,quẩy lên nào: vào hang bắt cọp,Phim Mỹ,Phim Âm Nhạc
Jon M. Chu,"Constance Wu, Dương Tử Quỳnh, Henry Golding, ",Phim Tâm Lý,2018,crazy rich asians,con nhà siêu giàu châu á,Phim Mỹ,Phim Hài
Nhậm Bằng Viễn,"Từ Tranh, Vương Lệ Khôn, Vương Nghiễn Huy, ",Phim Tâm Lý,2018,a or b,ông trùm phía sau,Phim Trung Quốc,Phim Hình Sự
Naomi Kawase,"Kirin Kiki, Kyara Uchida, Masatoshi Nagase, ",Phim Tâm Lý,2015,sweet bean,tiệm bánh dorayaki,Phim Nhật Bản,Phim Tâm Lý
Park Chan Yool,"Hyun Woo, Kim Young Ok, Ko Sung Hee, Yoon Hong Bin, Yoon So Hee, ",Phim Tâm Lý,2018,witch's love,tình yêu của ma nữ,Phim Hàn Quốc,Phim Hài
John Laing,"Dominic Purcell, Owen Black, Peter Feeney, ",Phim Tâm Lý,2015,abandoned,sống sót,Phim Mỹ,Phim Kinh Dị
Park Sang-Hun,"Jung In Sun, So Ji Sub, Son Ho-Jun, ",Phim Tâm Lý,2018,terius behind me,chàng điệp viên nhà bên,Phim Hàn Quốc,Phim Hành động
Đang cập nhật,"Dương Thừa lâm, Khưu Trạch, Minh Đạo, Trần Di Dung, Trần Đình Ni, ",Phim Tâm Lý,2016,rock records in love,câu chuyện tình yêu,Phim Trung Quốc,Phim Tâm Lý
Cù Hựu Ninh,"Chung Hân Đồng, Hạ Quân Tường, Tùy Đường, ",Phim Tâm Lý,2018,tree in the river,tâm trạng khi yêu,Phim Trung Quốc,Phim Tâm Lý
Đang cập nhật,"Jespipat Tilapornputt, Mo Monchanok Saengchaipiangpen, ",Phim Tâm Lý,2016,true love mother isn't pleased,khi mẹ chồng không ưng,Phim Thái Lan,Phim Tâm Lý
Trịnh Phân Phân,"Bạch Dục Sướng, Triệu Kim Mạch, Trương Tử Phong, ",Phim Tâm Lý,2018,go brother!,mau đưa anh tôi đi giùm cái!,Phim Trung Quốc,Phim Hài
Lâm Kha,"Thái Văn Tịnh, Trần Khôn, Vạn Thiến, ",Phim Tâm Lý,2018,lost in 1949,kẻ thoát thân,Phim Trung Quốc,Phim Hành động
Jonathan Demme,"Anthony Hopkins, Jodie Foster, Lawrence A. Bonney, ",Phim Tâm Lý,1991,the silence of the lambs,sự im lặng của bầy cừu,Phim Mỹ,Phim Hình Sự
Chan-wook Park,"Choi Min Sik, LeeYeong Ae, Shi-hoo Kim, ",Phim Tâm Lý,2005,lady vengeance,quý cô báo thù,Phim Hàn Quốc,Phim Hình Sự
Chalermchatri Yukol,"Krystal Vee, Note Chemyim, Somchai Kemglad, ",Phim Tâm Lý,2013,the cop,cảnh sát điên,Phim Thái Lan,Phim Hành động
Chris Columbus,"Hayden Panettiere, Jack Carpenter, Paul Rust, ",Phim Tâm Lý,2009,"i love you, beth cooper","anh yêu em, beth cooper",Phim Mỹ,Phim Hài
Jeff Tomsic,"Ed Helms, Jake Johnson, Jeremy Renner, ",Phim Tâm Lý,2018,tag,trò gắn thẻ,Phim Mỹ,Phim Hài
Ngô Cường,"Châu Vũ Đồng, Hoàng Văn Hào, Lý Hoành Nghị, Vương Tú Trúc, ",Phim Tâm Lý,2018,my love from the ocean,biển cả đưa em đến,Phim Trung Quốc,Phim Tâm Lý
Đang cập nhật,"Captain Phutanate Hongmanop, Namthip Jongrachatawiboon, New Chaiyapol Pupart, ",Phim Tâm Lý,2016,sanaeha karm sen,phản bội,Phim Thái Lan,Phim Tâm Lý
Chudapha Chanthakhet,"James Jirayu, Natapohn Tameeruks, Tanyares Ramnarong, ",Phim Tâm Lý,2018,game sanehha,trò chơi tình ái,Phim Thái Lan,Phim Tâm Lý
Kasem Suk,"Paladesh Kemisara, Teeradon James, ",Phim Tâm Lý,2017,love songs love series,những bản tình ca: hội ế,Phim Thái Lan,Phim Hài
Baek Ho Min,"Baek Jin Hee, Jun In Hwa, Park Se Young, Yoon Hyun Min, ",Phim Tâm Lý,2016,my daughter geum sa wol,vòng xoay hạnh phúc,Phim Hàn Quốc,Phim Tâm Lý
Kim Ji-Woo,"Ban Hyo Jung, Jang Kwang, Kang Ji Woo, Nam Da Reum, Park Joon Geum, ",Phim Tâm Lý,2016,memory,ký ức lãng quên,Phim Hàn Quốc,Phim Tâm Lý
Đang cập nhật,"Tưởng Hân, ",Phim Tâm Lý,2017,full house of happiness,bố là trụ cột,Phim Trung Quốc,Phim Tâm Lý
Lý Quốc Lập,"Lưu Thi Thi, Ngô Kỳ Long, Trịnh Gia Dĩnh, ",Phim Tâm Lý,2011,scarlet heart,bộ bộ kinh tâm,Phim Trung Quốc,Phim Cổ Trang
Lão Toán,"Lư Sam, Lưu Sướng, Tần Ngữ, ",Phim Tâm Lý,2018,mad house,phong nhân viện,Phim Trung Quốc,Phim Kinh Dị
Krit Sukramongkol,"Nadech Kugimiya, Thanapob Leeratanakajorn, Yaya Urassaya Sperbund, ",Phim Tâm Lý,2017,secret trick while bodies switch,hoán đổi linh hồn,Phim Thái Lan,Phim Hài
Cốc Đức Chiêu,"Châu Du Dân, Tiết Khải Kỳ, Trịnh Trung Cơ, ",Phim Tâm Lý,2017,two wrongs make a right,cặp đôi khắc tinh,Phim Trung Quốc,Phim Hài
Đang cập nhật,"Jasmine Sim, Lý Minh Thuận, Phạm Văn Phương, Rebecca Lim, Ricky Liew, Xu Bin, ",Phim Tâm Lý,2017,doppelganger,kẻ thế vai,Phim Đài Loan,Phim Tâm Lý
Kwon Seok-jang,"Lee Yo Won, Myung Se Bin, Ra Mi ran, ",Phim Tâm Lý,2017,avengers social club,câu lạc bộ báo thù,Phim Hàn Quốc,Phim Hài
Choi Kyu Shik,"An Woo Yeon, Baek Jin Hee, Yoon Doo Joon, ",Phim Tâm Lý,2018,let's eat 3,thực thần 3,Phim Hàn Quốc,Phim Hài
Hàn Hiểu Quân,"Hồ Quân, Nghê Đại Hồng, Trương Gia Dịch, Vương Hải Yến, ",Phim Tâm Lý,2016,truth and trust,lòng tin và sự thật,Phim Trung Quốc,Phim Tâm Lý
Boom Runya,"Kimberly Ann Voltemas, Prin Suparat, Shaun Jindachote, ",Phim Tâm Lý,2013,love from the fence,hàng rào tình yêu,Phim Thái Lan,Phim Tâm Lý
Sung-Hyun Choi,"Byung-hun Lee, Jung-min Park, Yuh-Jung Youn, ",Phim Tâm Lý,2018,keys to the heart,xin chào cậu em khác người,Phim Hàn Quốc,Phim Hài
Jun Sung-Hong,"Eom Yu Shin, Jae Hee, Jung Hye In, Kang Byul, Shin Seung Hwan, ",Phim Tâm Lý,2016,save the family,bên nhau mãi thôi,Phim Hàn Quốc,Phim Tâm Lý
Stefano Sollima,"Benicio Del Toro, Isabela Moner, Josh Brolin, ",Phim Tâm Lý,2018,sicario: day of the soldado,chiến binh mexico,Phim Mỹ,Phim Hành động
Sheershak Anand,"Mrinalini Sharma, Neil Nitin Mukesh, Sonal Chauhan, ",Phim Tâm Lý,2013,3g - a killer connection,cuộc gọi ma,Phim Ấn Độ,Phim Kinh Dị
San Srikaeolo,"Marie Broenner, Namthip Jongrachatawiboon, Pong Nawat Kulrattanarak, ",Phim Tâm Lý,2018,mia,kiêu hãnh và định kiến,Phim Thái Lan,Phim Tâm Lý
Je Yeong Kim,"Deok-hyeon Jo, Hye-mi Na, Hyun-Jin Kim, ",Phim Tâm Lý,2018,cheese in the trap,bẫy tình yêu,Phim Hàn Quốc,Phim Tâm Lý
Min Doo-sik,"Ha Yeon Soo, Oh Chang Suk, Suho, ",Phim Tâm Lý,2018,rich man,chàng giàu nàng nghèo,Phim Hàn Quốc,Phim Hài
Kritsada Techanilobon,"Theeradeth Wonpuapan, Witaya Wasukraipaisarn, Woranuch Bhirompakdee, ",Phim Tâm Lý,2017,ra raerng fai,đùa với lửa,Phim Thái Lan,Phim Tâm Lý
Đang cập nhật,"Jo Woo Ri, ",Phim Tâm Lý,2018,id: gangnam beauty,mỹ nhân gangnam,Phim Hàn Quốc,Phim Tâm Lý
Dư Thúy Hoa,"La Tấn, Trịnh Sảng, Trương Nghệ Thượng, ",Phim Tâm Lý,2018,my story for you,"vì em, anh nguyện yêu cả thế giới",Phim Trung Quốc,Phim Tâm Lý
Lee Eung Bok,"Byeong-cheol Kim, Byung-hun Lee, Tae-ri Kim, ",Phim Tâm Lý,2018,mr. sunshine,quý ngài ánh dương,Phim Hàn Quốc,Phim Tâm Lý
Lee Seung Young,"Lee Ha na, Lee Jin Wook, Son Eun Seo, ",Phim Tâm Lý,2018,voice 2,truy tìm kẻ sát nhân 2,Phim Hàn Quốc,Phim Hành động
Hong Chang-Pyo,"Kang Min Hyuk, Lee Seung Gi, Shim Eun Kyung, ",Phim Tâm Lý,2018,the princess and the matchmaker,công chúa và chàng mai,Phim Hàn Quốc,Phim Cổ Trang
Lee Na-Jeong,"Ahn Jae-Hong, Kim Ji Won, Park Seo Joon, ",Phim Tâm Lý,2017,fight for my way,thanh xuân vật vã,Phim Hàn Quốc,Phim Hài
Hyun Sol Yib,"Kim Sun-Ho, Kwon Doh Woon, Lee Yoo Young, Sung Joon, ",Phim Tâm Lý,2018,you drive me crazy,phát điên vì tình,Phim Hàn Quốc,Phim Hài
Suzi Ewing,"Kelly Reilly, Luke Evans, Noel Clarke, ",Phim Tâm Lý,2018,10x10,tội ác sau phòng kín,Phim Anh,Phim Hành động
Kiều Lương Triệu,"Khương Thụy Giai, Nhan Mạn Tư, Thuận Nhiên, ",Phim Tâm Lý,2017,puppy love,tình yêu tuổi mới lớn,Phim Trung Quốc,Phim Tâm Lý
Lã Doanh,"Bạch Vũ, Quốc Ban Kim, ",Phim Tâm Lý,2018,suddenly this summer,mùa hạ thoáng qua,Phim Trung Quốc,Phim Tâm Lý
Nonzee Nimibutr,"Artit Wiboonpanitch, Boonyisa Jantrarachai, Sarunyu Prachakrit, ",Phim Tâm Lý,2012,distortion,biến dạng,Phim Thái Lan,Phim Kinh Dị
Brett Donowho,"Bruce Willis, Cole Hauser, Shawn Ashmore, ",Phim Tâm Lý,2018,acts of violence,cú đảo ngoạn mục,Phim Mỹ,Phim Hành động
Lục Nhất Nhị Ban,"Điền Hy Vi, Trương Vịnh Bác, Vu Dược, ",Phim Tâm Lý,2018,waiting for you in a long time,đợi em trong tháng năm đằng đẵng,Phim Trung Quốc,Phim Tâm Lý
Sung hyun Byun,"Ah jung Kim, Seong Ji, So Yool Shin, ",Phim Tâm Lý,2012,whatcha wearin,đối tác gợi cảm,Phim Hàn Quốc,Phim Tâm Lý
Kang Min-Kyung,"Lee Gi Kwang, Park Si hoo, Song Ji-hyo, ",Phim Tâm Lý,2018,lovely horribly,duyên phận đáng sợ,Phim Hàn Quốc,Phim Hài
Lương Xuân Lợi,"Chung Sở Hy, Chung Sở Thu, Giả thanh, Hàn Đống, Hồ Binh, Tào Dương, Từ Lập, ",Phim Tâm Lý,2016,girlfriend secrets,tình bạn tri kỷ,Phim Trung Quốc,Phim Tâm Lý
Mo Wan Il,"Jeon Hye-Jin, Ji Jin Hee, Kim Nam Joo, ",Phim Tâm Lý,2018,misty,mơ hồ,Phim Hàn Quốc,Phim Tâm Lý
Liên Lợi,"Đào Hân Nhiên, Huỳnh Thiếu Kỳ, Lâm Vy Quân, ",Phim Tâm Lý,2015,never ending love,gõ cửa tình yêu,Phim Đài Loan,Phim Tâm Lý
Khương Hiểu Thông,"Hoàng Khải Tường, Lưu Dương, Trương Bổn Dục, ",Phim Tâm Lý,2018,bu liang jie qu,khu phố giang hồ,Phim Trung Quốc,Phim Hành động
Woody Allen,"Juno Temple, Justin Timberlake, Robert C. Kirk, ",Phim Tâm Lý,2017,wonder wheel,vòng xoay kỳ lạ,Phim Mỹ,Phim Tâm Lý
Tim Hunter,"icolas Cage, Marc Blucas, Robin Tunney, ",Phim Tâm Lý,2018,looking glass,bí ẩn sau tấm gương,Phim Khác,Phim Tâm Lý
Tưởng Gia Tuấn,"Đường Vũ Triết, Tôn Kiêu Kiêu, Trần Tường, Trình Nghiên Thu, Tưởng Kình Phu, ",Phim Tâm Lý,2017,the adventure for love,hạnh phúc bên nhau,Phim Trung Quốc,Phim Tâm Lý
Hàn Kiệt,"Địch Lệ Nhiệt Ba, Thành Long, Vương Tuấn Khải, ",Phim Tâm Lý,2017,namiya,điều kỳ diệu của tiệm tạp hóa namiya,Phim Trung Quốc,Phim Tâm Lý
Đang cập nhật,"Bạch Bách Hà, Tần Hải Lộ, Trần Vỹ Đình, ",Phim Tâm Lý,2018,only side by side with you,nam phương hữu kiều mộc,Phim Trung Quốc,Phim Tâm Lý
Kenneth Branagh,"Kenneth Branagh, Penelope Cruz, Willem Dafoe, ",Phim Tâm Lý,2017,murder on the orient express,án mạng trên chuyến tàu tốc hành phương đông,Phim Mỹ,Phim Hình Sự
Đang cập nhật,"Hồ Giai Kỳ, Lưu Tử Vân, Tăng Thi Mai, ",Phim Tâm Lý,2017,the queen,nữ hoàng báo thù,Phim Trung Quốc,Phim Tâm Lý
Scott Cooper,"Christian Bale, Rosamund Pike, Scott Shepherd, ",Phim Tâm Lý,2017,hostiles,kẻ thù địch,Phim Mỹ,Phim Hành động
Đang cập nhật,"Lâm Tuệ Linh, Phan Linh Linh, Trần Đồng Giang, Trần Hán Vỹ, ",Phim Tâm Lý,2017,the truth seekers,vụ án bí ẩn,Phim Khác,Phim Hình Sự
Đang cập nhật,"Hàn Đông Quân, Tôn Di, Từ Chính Hy, ",Phim Tâm Lý,2018,siege in fog,nhân sinh nếu như lần đầu gặp gỡ,Phim Trung Quốc,Phim Tâm Lý
Brandon Camp,"Darby Camp, Gabriel Bateman, Kiele Sanchez, ",Phim Tâm Lý,2018,benji,chú chó dũng cảm,Phim Mỹ,Phim Hình Sự
James Foley,"Dakota Johnson, Eric Johnson, Jamie Dornan, ",Phim Tâm Lý,2018,fifty shades freed,50 sắc thái: tự do,Phim Mỹ,Phim Tâm Lý
Paul Thomas Anderson,"Daniel Day Lewis, Lesley Manville, Vicky Krieps, ",Phim Tâm Lý,2017,phantom thread,bóng ma sợi chỉ,Phim Mỹ,Phim Tâm Lý
Kim Diệp,"Dương Tử San, Trịnh Khải, Trương Quốc Lập, ",Phim Tâm Lý,2018,long time no see,đã lâu không gặp,Phim Trung Quốc,Phim Tâm Lý
An Pan Seok,"Jang So Yeon, Jung Hae In, Son Ye Jin, ",Phim Tâm Lý,2018,something in the rain,chị đẹp mua thức ăn ngon cho tôi,Phim Hàn Quốc,Phim Tâm Lý
Lynne Ramsay,"Ekaterina Samsonov, Joaquin Phoenix, Judith Roberts, ",Phim Tâm Lý,2017,you were never really here,giải cứu,Phim Mỹ,Phim Hành động
James Dodson,"Keith David, Matt Bushell, Nicholas Gonzalez, ",Phim Tâm Lý,2006,behind enemy lines 2: axis of evil,đằng sau chiến tuyến 2: trục quỷ,Phim Mỹ,Phim Chiến Tranh
Francis Lawrence,"Jennifer Lawrence, Joel Edgerton, Matthias Schoenaerts, ",Phim Tâm Lý,2018,red sparrow,điệp vụ chim sẻ đỏ,Phim Mỹ,Phim Hành động
Chookait Sakveeraku,"Kritsanapoom Pibulsonggram, Pattadon Jan-Ngern, Purim Rattanaruangwattana, ",Phim Tâm Lý,2013,18 grean fiction,nổi loạn tuổi 18,Phim Thái Lan,Phim Hài
Eakasit Thairatana,"Alexander Rendel, Alice Toy, Patrapisit Sappasawattichod, ",Phim Tâm Lý,2011,the 4 movie,4 câu chuyện điên rồ,Phim Thái Lan,Phim Kinh Dị
Alejandro Agresti,"Christopher Plummer, Keanu Reeves, Sandra Bullock, ",Phim Tâm Lý,2006,the lake house,ngôi nhà bên hồ,Phim Mỹ,Phim Tâm Lý
Bành Phát,"Hồ Hạ, Thái Trác Nghiên, Từ Kiều, ",Phim Tâm Lý,2017,growing pains,nỗi đau tuổi 17,Phim Trung Quốc,Phim Tâm Lý
Han Ji Seung,"Choi Hee-seo, Han Ga In, Shin Hyun Bin, ",Phim Tâm Lý,2018,mistress,nhân tình bí ẩn,Phim Hàn Quốc,Phim Tâm Lý
Shimomura Yuji,"Shinoda Mariko, Tak Sakaguchi, Takumi Saito, ",Phim Tâm Lý,2016,re: born,tái xuất,Phim Nhật Bản,Phim Hành động
Vương Văn,"Lư Ân Khiết, Phan Thời Nhất, Vương Lịch Hâm, ",Phim Tâm Lý,2017,family of winners,liên minh game thủ,Phim Trung Quốc,Phim Tâm Lý
Keith Parmer,"Freya Tingley, Jean-Claude Van Damme, Mindy Robinson, ",Phim Tâm Lý,2014,swelter,sức nóng,Phim Mỹ,Phim Hành động
Steven Spielberg,"Meryl Streep, Sarah Paulson, Tom Hanks, ",Phim Tâm Lý,2017,the post,cuộc chiến truyền thông,Phim Mỹ,Phim Tâm Lý
Álex de la Iglesia,"Blanca Suárez, Carmen Machi, Mario Casas, ",Phim Tâm Lý,2017,the bar,viên đạn bí ẩn,Phim Khác,Phim Hài
Chookiat Sakveerakul,"Pimpan Buranapim, Sinjai Plengpanich, Songsit Roongnophakunsri, ",Phim Tâm Lý,2007,the love of siam,tình yêu của siam,Phim Thái Lan,Phim Tâm Lý
Vikram Bhatt,"Karan Kundrra, Vikram Bhatt, Zareen Khan, ",Phim Tâm Lý,2018,1921,linh hồn quỷ dữ,Phim Ấn Độ,Phim Kinh Dị
Ben Howling,"Anthony Hayes, Martin Freeman, Susie Porter, ",Phim Tâm Lý,2017,cargo,48 giờ cuối,Phim Mỹ,Phim Kinh Dị
Cao Quần Thư,"Diêm Ni, Nhiệt Ny Trát, Triệu Bổn Sơn, ",Phim Tâm Lý,2016,the new year's eve of old lee,năm mới vui vẻ,Phim Trung Quốc,Phim Tâm Lý
Steven S. DeKnight,"Liam McIntyre, Lucy Lawless, Manu Bennett, ",Phim Tâm Lý,2012,spartacus season 2: vengeance,spartacus phần 2: báo thù,Phim Mỹ,Phim Chiến Tranh
Paul Solet,"Adrien Brody, Antonio Banderas, John Malkovich, ",Phim Tâm Lý,2017,bullet head,đầu đạn,Phim Mỹ,Phim Hình Sự
Vũ Đông Minh,"Đỗ An Kỳ, Khúc Đồng Vũ, Sử Nguyên Đinh, ",Phim Tâm Lý,2017,the young with no fear ,thanh xuân không sợ nỗi đau,Phim Trung Quốc,Phim Tâm Lý
Phùng Tiểu Cương,"Bạch Bách Hà, Thành Long, Trịnh Khải, ",Phim Tâm Lý,2013,personal tailor,vai diễn cuộc đời,Phim Trung Quốc,Phim Hài
Darren Aronofsky,"Ed Harris, Javier Bardem, Jennifer Lawrence, ",Phim Tâm Lý,2017,mother,người mẹ,Phim Mỹ,Phim Kinh Dị
Justin Chadwick,"Alicia Vikander, Dane DeHaan, Jack O Connell, ",Phim Tâm Lý,2017,tulip fever,cơn sốt hoa tuylip,Phim Mỹ,Phim Tâm Lý
Pasha Patriki,"Courtney B Turk, Dolph Lundgren, Jean-Claude Van Damme, ",Phim Tâm Lý,2018,black water,mật vụ ngầm,Phim Mỹ,Phim Hành động
Robert Zemeckis,"Gary Sinise, Robin Wright, Tom Hanks, ",Phim Tâm Lý,1994,forrest gump,cuộc đời forrest gump,Phim Mỹ,Phim Tâm Lý
Jürgen Staal,"Aleksey Chadov, Darya Balabanova, Sabina Akhmedova, ",Phim Tâm Lý,2011,slove,người lính trả thù,Phim Khác,Phim Hành động
Alfred Gough,"Daniel Wu, Orla Brady, Sarah Bolger, ",Phim Tâm Lý,2015,into the badlands season 1,vùng tử địa phần 1,Phim Mỹ,Phim Hành động
Lưu Giang,"Đường Yên, La Tấn, Vương Chí, ",Phim Tâm Lý,2018,the way we were,quy khứ lai,Phim Trung Quốc,Phim Tâm Lý
Trần Chính Đạo,"Hoàng Cảnh Du, Tống Thiến, Từ Khai Sính, ",Phim Tâm Lý,2018,the love knot: his excellency's first love,mối tình đầu của thiên tuế đại nhân,Phim Trung Quốc,Phim Tâm Lý
Hoàng Hoàng,"Bành Kính Từ, Nhậm Đạt Hoa, Từ Nam, ",Phim Tâm Lý,2018,justice in northwest,tây bắc phong vân,Phim Trung Quốc,Phim Hành động
Đàm Kiệt,"Du Thiên Huệ, Lý Thái Hoa, Triệu Kiệt, ",Phim Tâm Lý,2017,mei ren she,cuộc chiến mỹ nhân,Phim Trung Quốc,Phim Cổ Trang
Vương Dục Nhã,"Biện Khánh Hoa, Hoàng Khải Kiệt, Vương Dịch Cẩn, ",Phim Tâm Lý,2017,falling in love,nhân danh tình yêu,Phim Trung Quốc,Phim Tâm Lý
Jose Padilha,"Batsheva Dance Company, Ben Schnetzer, Zina Zinchenko, ",Phim Tâm Lý,2018,7 days in entebbe,chiến dịch entebbe,Phim Mỹ,Phim Hành động
Sarunyu Wongkrachang,"Apinya Rungpitakamana, Nirut Sirichanya, Sorapong Chatree, ",Phim Tâm Lý,2011,kon khon,vòng xoay số phận,Phim Thái Lan,Phim Tâm Lý
Noah Buschel,"Katherine Waterston, Kelly Lynch, Ron Cephas Jones, ",Phim Tâm Lý,2014,glass chin,vai diễn sát nhân,Phim Mỹ,Phim Tâm Lý
Kim Yoo-Jin,"Choi Tae Joon, Hwang Jung Eum, Namgung Min, ",Phim Tâm Lý,2018,the undateables,jung eum và chàng đẹp trai,Phim Hàn Quốc,Phim Hài
Sanjay Leela Bhansali,"Deepika Padukone, Ranveer Singh, Shahid Kapoor, ",Phim Tâm Lý,2018,padmaavat,hoàng hậu padmaavat,Phim Ấn Độ,Phim Tâm Lý
Đang cập nhật,"Go Won Hee, Jang Seung Ha, Kim Yoo Bin, Lee Ha Yool, Seo Yoon Ah, ",Phim Tâm Lý,2016, the stars are shining,ánh sao tỏa sáng,Phim Hàn Quốc,Phim Tâm Lý
Simon Curtis,"Domhnall Gleeson, Kelly Macdonald, Margot Robbie, ",Phim Tâm Lý,2017,goodbye christopher robin,tạm biệt christopher robin,Phim Mỹ,Phim Tâm Lý
Dưỡng Vĩnh Xuân,"Trương Dật Kiệt, Trương Tử Phong, Tử Ninh, ",Phim Tâm Lý,2017,how are you?,lần đầu biết yêu,Phim Trung Quốc,Phim Hài
Lý Mộc Qua,"Ngụy Thiên Tường, Phan Chi Lâm, Ưng Thể Nghi, Vương Diệu Khánh, ",Phim Tâm Lý,2017,fighting time,thế lực cạnh tranh,Phim Trung Quốc,Phim Tâm Lý
Châu Hiểu Bằng,"Đại Siêu, Lưu Mẫn Đào, Lý Trí Nam, Ngô Cánh, Ngô Ưu, Phan Nghi Quân, Quách Hồng, ",Phim Tâm Lý,2017,because of you,bởi vì em đã đến,Phim Trung Quốc,Phim Tâm Lý
Kim Jin won,"Kang Han-Na, Lee Ki Woo, Won Jin A, ",Phim Tâm Lý,2017,just between lovers,khoảng cách tình yêu,Phim Hàn Quốc,Phim Tâm Lý
Đang cập nhật,"Hong Dong Young, Lee Jae Joon, Seo Yi Ahn, Song Ji Eun, ",Phim Tâm Lý,2017,"sweet home, sweet honey",nhà tôi là nhất,Phim Hàn Quốc,Phim Tâm Lý
Vương Tiểu Thu,"Lữ Trung, Lý Hồng Nho, Ngô Nhược Phú, Ô Tĩnh Tĩnh, Thạch Tiểu Quần, Trì Xuyến, ",Phim Tâm Lý,2016,esoterica of qing dynasty,vòng xoáy vương quyền,Phim Trung Quốc,Phim Cổ Trang
Trần Chính Đạo,"Dương Tử San, Hoàng Bột, Từ Vinh Lôi, ",Phim Tâm Lý,2017,battle of memories,chiếm đoạt ký ức,Phim Trung Quốc,Phim Hành động
Stephen Shin,"Bruce Locke, Joseph Fiennes, Shawn Dou, ",Phim Tâm Lý,2016,on wings of eagles,như đôi cánh đại bàng,Phim Mỹ,Phim Chiến Tranh
Đang cập nhật,"Akapon Eiamsobat, BBook Pongirun Kantajinda, Bright Vachirawit, ",Phim Tâm Lý,2018,love songs love series: you and me,những bản tình ca: mình và cậu,Phim Thái Lan,Phim Tâm Lý
Hà Niệm,"Địch Lệ Nhiệt Ba, Đổng Thành Bằng, Quách Kinh Phi, ",Phim Tâm Lý,2018,21 carats,cặp đôi hoàn cảnh,Phim Trung Quốc,Phim Tâm Lý
Thạch Kiệt Nhuệ,"Bạch Liễu Tịch, Đào Soái, Lý Thần Hạo, ",Phim Tâm Lý,2017,insect mahjong museum,thần thú ma tương quán,Phim Trung Quốc,Phim Cổ Trang
Nonzee Nimibutr,"Jirayu Tangsrisuk, Junkiat, Piyatida Mitteeraroj, ",Phim Tâm Lý,2014,timeline,lá thư và những kỷ niệm,Phim Thái Lan,Phim Tâm Lý
James McTeigue,"Billy Burke, Gabrielle Union, Richard Cabral, ",Phim Tâm Lý,2018,breaking in,đột nhập,Phim Mỹ,Phim Hành động
Hong Jong Chan,"Choi Ji-woo, Won Mi Kyung, Yoo Dong Geun, ",Phim Tâm Lý,2017,the most beautiful goodbye,lời chia tay đẹp nhất,Phim Hàn Quốc,Phim Tâm Lý
Kim Shin Il,"Kim So Hyun, Yoon Park, Yura, ",Phim Tâm Lý,2018,radio romance,radio tình yêu,Phim Hàn Quốc,Phim Hài
Lee Han-Wook,"Kim Da-Mi, Kim Hee Won, Lee Hak-Joo, Lee Je-Yeon, Lee Yoo Young, Oh Ha-Nee, ",Phim Tâm Lý,2018,marionette,hãy nhớ tên tôi,Phim Hàn Quốc,Phim Hình Sự
Panjapong Kongkanoy,"Ananda Everingham, Ase Wang, Sunny Suwanmethanont, ",Phim Tâm Lý,2012,shambhala,hành trình hy vọng,Phim Thái Lan,Phim Tâm Lý
Tom Shankland,"Frances O'Connor, James Nesbitt, Tcheky karyo, ",Phim Tâm Lý,2012,missing season 1,mất tích phần 1,Phim Anh,Phim Hành động
Jeffrey Nachmanoff,"Don Cheadle, Guy Pearce, Jeff Daniels, Neal McDonough, Raad Rawi, ",Phim Tâm Lý,2008,traitor,kẻ phản bội,Phim Mỹ,Phim Hành động
Bill Eagles,"Philip Winchester, Rhashan Stone, Sullivan Stapleton, ",Phim Tâm Lý,2012,strike back season 3,phản đòn phần 3,Phim Mỹ,Phim Hành động
Trần Trác,"Lâm Lộ Địch, Trương Lượng, Trương Vũ Kỳ, ",Phim Tâm Lý,2017,come across love,không hẹn mà gặp,Phim Trung Quốc,Phim Hài
Tiền Giang Hán,"Nhiệt Y Trát, Quách Hiểu Đông, Trịnh Khải, ",Phim Tâm Lý,2017,la historia du un amor,bạn trai bất đắc dĩ,Phim Trung Quốc,Phim Hài
